idFactura;montoTotal;habitacion
52611;3769305;77867
52612;3440694;51732
52613;4559368;48352
52614;1088186;61201
52615;7823806;112138
52616;7643474;85848
52617;824449;8415
52618;5998939;4753
52619;5208801;78318
52620;4827866;56558
52621;7191887;15365
52622;8789168;8857
52623;5114012;44043
52624;482181;41974
52625;760875;33
52626;7320973;86191
52627;5528580;20844
52628;4307227;55755
52629;777646;91986
52630;1259137;93890
52631;3219952;104420
52632;5883616;92390
52633;2805632;35403
52634;2810248;115804
52635;1796686;25092
52636;2785702;38698
52637;2033776;119594
52638;5887921;24733
52639;6792983;118815
52640;7758176;54354
52641;4920464;27659
52642;2599384;21963
52643;7837888;59410
52644;3735129;31410
52645;9772676;38159
52646;2737709;90823
52647;5484934;6682
52648;4921493;99391
52649;7310622;73131
52650;8351079;20753
52651;7896201;100436
52652;3857262;88751
52653;8595165;77267
52654;9539511;632
52655;1103126;109939
52656;5413948;51094
52657;5909096;110982
52658;6818617;45647
52659;9802369;65954
52660;4851810;106468
52661;6600945;104661
52662;5733599;114928
52663;5300480;45482
52664;3087210;25418
52665;7095966;60331
52666;8137315;27549
52667;5185521;59719
52668;7939569;117458
52669;5391337;107802
52670;2317000;9024
52671;5385470;34688
52672;1841597;58372
52673;9303158;23168
52674;7140830;60455
52675;8006362;76766
52676;5488796;7530
52677;2399541;83104
52678;194815;28878
52679;4915322;98663
52680;2795935;32894
52681;9783909;110096
52682;6601480;49732
52683;9158407;33328
52684;3615291;32534
52685;9366774;24990
52686;3929809;26653
52687;3469381;119172
52688;7255913;65654
52689;2825687;3235
52690;5993772;80183
52691;1047227;119573
52692;949032;25026
52693;6064979;19822
52694;6493813;77436
52695;2590450;25057
52696;3744757;489
52697;6170836;74352
52698;5808180;95510
52699;9912122;58825
52700;6410080;49947
52701;6349923;48277
52702;8719586;30659
52703;1853564;95201
52704;8349200;27387
52705;6148972;118473
52706;8866189;91615
52707;3618947;80525
52708;6735821;116167
52709;6008846;44474
52710;2638905;51763
52711;5399045;34977
52712;4744283;110891
52713;3618973;93637
52714;9418454;4310
52715;3867096;79812
52716;7944072;117831
52717;3964025;66578
52718;1940212;29938
52719;9235761;67205
52720;7206428;51719
52721;526334;14313
52722;6408965;38182
52723;4461650;95172
52724;967131;61604
52725;8522376;31257
52726;4221129;51956
52727;1941627;104890
52728;1108819;24905
52729;6558597;107178
52730;6493235;77280
52731;9421076;55591
52732;6615198;51779
52733;968698;114757
52734;8393546;11914
52735;4208344;83810
52736;6924135;93873
52737;5533103;115959
52738;7741099;88172
52739;2930639;82178
52740;4120940;39103
52741;6170898;10585
52742;9248848;35922
52743;6893357;13184
52744;4348342;38756
52745;9362663;115240
52746;4978443;21573
52747;7250463;85206
52748;5449859;50136
52749;9908186;39348
52750;7012690;22685
52751;3924935;25880
52752;8977492;65575
52753;5798868;69401
52754;8264774;92682
52755;5855122;29361
52756;4770335;10452
52757;6659948;82845
52758;8717077;15973
52759;3973950;33138
52760;7042216;97940
52761;8950678;3850
52762;5754470;33839
52763;7012902;51121
52764;3020346;57247
52765;1664691;102629
52766;5097856;3374
52767;6643765;43096
52768;2146876;85993
52769;1806599;36300
52770;4960281;215
52771;783097;57214
52772;2051925;57246
52773;4174044;106620
52774;1325867;15431
52775;5158744;119863
52776;6586777;25166
52777;6841654;85906
52778;7704716;88664
52779;3192170;27185
52780;5584378;56744
52781;9229432;100742
52782;8668581;33972
52783;2168998;108529
52784;4971659;63207
52785;89890;16537
52786;859876;36312
52787;8870134;88490
52788;9873204;5107
52789;5254989;106490
52790;3291997;70937
52791;5769106;117209
52792;1192956;45322
52793;986487;117136
52794;9240085;103666
52795;3608904;116724
52796;9235367;33090
52797;9092802;64109
52798;28814;87218
52799;3211161;21360
52800;7458817;72592
52801;7673626;103548
52802;8387594;84034
52803;2438573;18449
52804;4937384;53321
52805;8519682;29335
52806;964934;63851
52807;5879394;111782
52808;2830251;85906
52809;8746040;6716
52810;2377967;44445
52811;3804334;96929
52812;3588211;51367
52813;2703708;24078
52814;7330700;91794
52815;8838742;87768
52816;9127684;65658
52817;5366709;71609
52818;7062349;76171
52819;1191885;7742
52820;5708666;68569
52821;6863256;71834
52822;4738782;56292
52823;2304614;7172
52824;9145958;55054
52825;8440329;8219
52826;1921894;45705
52827;4052586;33706
52828;1445207;74470
52829;5238366;90972
52830;747905;38520
52831;7141834;116333
52832;9602076;94810
52833;2578401;78224
52834;5321458;48333
52835;9371974;27520
52836;8622400;75047
52837;3231771;61814
52838;906875;24987
52839;4075137;13748
52840;9162204;75520
52841;8200193;34090
52842;7539335;34476
52843;1264144;110193
52844;5430077;13188
52845;3969249;52105
52846;8796981;72112
52847;4517510;103676
52848;9343335;79334
52849;2496856;86511
52850;8916211;6837
52851;88523;15142
52852;189017;22903
52853;3157274;81421
52854;8000712;97534
52855;3291796;108593
52856;7954050;70570
52857;290566;94907
52858;6043411;65873
52859;9331607;25673
52860;9948089;64798
52861;5913263;8773
52862;5653364;6456
52863;1260298;78933
52864;9785046;114047
52865;7115003;11732
52866;6594484;73912
52867;2714855;22729
52868;8335619;90832
52869;4131;23469
52870;1014879;35234
52871;6813108;41195
52872;574364;49912
52873;4761017;32818
52874;8952228;105755
52875;5697823;62933
52876;9043359;94209
52877;8057739;41397
52878;8290103;110030
52879;3250335;78337
52880;9712844;63248
52881;7707330;70677
52882;8160474;105011
52883;3256675;107533
52884;4973008;9520
52885;1138228;103966
52886;4753892;19669
52887;4319089;1686
52888;7818855;36170
52889;8340671;71298
52890;4891676;57575
52891;7878834;7558
52892;5395679;79655
52893;7132463;4511
52894;4131454;1355
52895;353839;94847
52896;1089727;86897
52897;3847544;54613
52898;6823646;23259
52899;5705858;49824
52900;8581000;20959
52901;9341293;50483
52902;2817743;39439
52903;1273424;95544
52904;4764369;105253
52905;9562814;110371
52906;799237;92512
52907;1248037;57354
52908;1880025;73404
52909;8600342;44874
52910;3049841;37853
52911;727172;2215
52912;9411641;27268
52913;2115095;84654
52914;9042619;7501
52915;8403708;102591
52916;8534013;99200
52917;5965730;91112
52918;3299160;67274
52919;5523207;14921
52920;7742459;41829
52921;4305582;25509
52922;1261442;27860
52923;8208306;101511
52924;559673;18916
52925;4575935;102462
52926;3087554;21827
52927;735968;7780
52928;2597266;112216
52929;8726562;4322
52930;3123129;36973
52931;5514225;99122
52932;3666215;42805
52933;8990588;23207
52934;9879245;99877
52935;8034698;104335
52936;2689702;55201
52937;5180903;53270
52938;6814;7582
52939;7087507;67600
52940;1162584;94908
52941;2586010;71431
52942;3063645;72653
52943;3664758;4980
52944;4730542;44913
52945;5645607;118646
52946;6268278;28437
52947;8162644;5232
52948;2757076;109701
52949;6341574;96222
52950;7739872;119156
52951;8631356;119220
52952;213251;14043
52953;7325208;112632
52954;7105614;82472
52955;8794644;69283
52956;2866696;98356
52957;4670190;52227
52958;3570055;11657
52959;177558;34724
52960;8027297;36209
52961;5457854;101423
52962;3249386;114453
52963;6645125;113599
52964;2544919;70117
52965;832037;44856
52966;8649853;89765
52967;3195529;73250
52968;9735717;13196
52969;469097;34688
52970;4858526;46778
52971;8336994;70989
52972;9927245;43787
52973;751193;119312
52974;8012111;1344
52975;5698068;35101
52976;8778027;20317
52977;5375475;20261
52978;7401809;99827
52979;1225211;70241
52980;2079720;59593
52981;4730825;77452
52982;3345712;110616
52983;4984376;104044
52984;691874;49341
52985;5991649;35666
52986;1150801;43749
52987;4344759;115133
52988;2042046;67940
52989;7354593;32450
52990;4192111;25745
52991;9071791;39018
52992;1859732;9375
52993;1680971;29925
52994;5850087;99399
52995;3921304;24579
52996;6062139;79805
52997;2738310;88493
52998;8277921;87108
52999;9820773;22044
53000;1162903;117443
53001;5539397;4985
53002;8867534;73898
53003;6759268;70030
53004;7616820;83476
53005;1390788;11973
53006;7179188;38867
53007;710329;11524
53008;8092999;45975
53009;2157281;24808
53010;4053437;79800
53011;9535425;29648
53012;8986708;110130
53013;4032352;25967
53014;8581719;57868
53015;7210583;46586
53016;7552846;58830
53017;44738;50385
53018;5618277;31476
53019;6516663;21328
53020;5561066;18787
53021;4494862;119730
53022;9973560;10240
53023;5875989;1090
53024;4233565;117183
53025;6257799;5286
53026;6306779;112732
53027;6531914;109597
53028;5763687;22786
53029;883669;30757
53030;3649875;26846
53031;9986271;50182
53032;3195764;97195
53033;3315875;89058
53034;6247249;38571
53035;4544665;85939
53036;5435184;104134
53037;7999663;47613
53038;7604232;109174
53039;2699329;117881
53040;2804656;23992
53041;9335906;80823
53042;14922;53552
53043;8518978;101416
53044;6212476;23006
53045;1359634;69576
53046;8752055;57566
53047;896304;109432
53048;6008998;97006
53049;3171082;66848
53050;5302521;58352
53051;2462969;77958
53052;9721686;37409
53053;5907810;111173
53054;1505584;93708
53055;2424706;93273
53056;8354101;80287
53057;567073;107845
53058;779203;23452
53059;9987172;73119
53060;7815949;92077
53061;6051110;21615
53062;6282610;116677
53063;2118829;57564
53064;9157792;15708
53065;5510725;24620
53066;3074063;116032
53067;7017499;62894
53068;6172266;89970
53069;1325900;24098
53070;2670823;111946
53071;6999437;19516
53072;7345811;17669
53073;9145267;83789
53074;1101148;111720
53075;1757308;118840
53076;5928766;109705
53077;7815199;40227
53078;2862508;65565
53079;9731851;9624
53080;9613039;56904
53081;1720318;5354
53082;3806471;61145
53083;474322;119524
53084;3858407;86468
53085;7159330;65764
53086;196029;9153
53087;4191664;69829
53088;7218784;115650
53089;7554592;118457
53090;8808914;92383
53091;3940546;61789
53092;4253093;73446
53093;8868278;99252
53094;7306482;109846
53095;2993573;31573
53096;2462019;33005
53097;5298393;83011
53098;3711173;84047
53099;3585292;4439
53100;7260713;88156
53101;8845182;70353
53102;5683098;8879
53103;667505;59006
53104;2236910;117605
53105;1609371;95334
53106;2727609;109430
53107;3865343;112534
53108;2056461;44586
53109;2598918;90508
53110;6311484;57286
53111;4250517;52339
53112;5386675;14723
53113;7002796;113997
53114;4716738;88065
53115;1400462;3265
53116;6762733;33923
53117;9535288;56048
53118;8672874;18012
53119;7885269;108142
53120;6674386;17072
53121;8658024;72300
53122;9995017;61404
53123;7975333;41444
53124;5820442;35543
53125;9307463;20362
53126;4536759;111318
53127;1074498;98517
53128;4841979;38493
53129;5372556;5105
53130;1954469;85990
53131;2109298;119032
53132;5328953;33134
53133;6123917;32745
53134;4357539;58188
53135;5544490;22715
53136;6467688;72137
53137;8471374;9657
53138;6977540;49547
53139;4080944;105893
53140;9932274;114436
53141;2774248;103481
53142;562718;29373
53143;4097303;47238
53144;4827050;2438
53145;232800;70821
53146;9523642;63903
53147;1794284;112693
53148;2794267;77561
53149;2801369;1364
53150;6621527;2978
53151;8466300;69559
53152;4953168;3764
53153;8660960;14122
53154;6497049;8600
53155;4040147;91722
53156;9796908;90789
53157;4523024;62401
53158;8341312;16825
53159;7417886;48614
53160;7468186;17084
53161;3727525;77730
53162;7355852;10162
53163;3556553;97043
53164;5745460;19887
53165;4510450;40118
53166;2965912;74237
53167;7033109;54927
53168;5618899;61780
53169;3342562;10479
53170;7324965;54329
53171;1269123;40618
53172;5862556;8569
53173;2771494;94741
53174;6416262;61515
53175;5683171;114772
53176;96079;89912
53177;1317425;92434
53178;7152171;18322
53179;7127242;71851
53180;6627981;23309
53181;5213041;96651
53182;4204077;107839
53183;7768444;47987
53184;2802463;118855
53185;5818568;45567
53186;373693;85888
53187;6167724;101276
53188;9388041;81070
53189;2127454;71756
53190;1306373;42101
53191;5049468;63564
53192;4626452;17272
53193;3602143;87435
53194;116582;42850
53195;1693258;3649
53196;5749580;32399
53197;5882794;16167
53198;9604323;102209
53199;9863455;1003
53200;8243761;57366
53201;1247537;41398
53202;3228012;27822
53203;532185;62269
53204;9080311;24918
53205;4060731;75740
53206;8680959;64197
53207;9497640;91083
53208;6551236;104832
53209;1028305;20563
53210;3028184;107923
53211;1754305;25271
53212;8416416;53599
53213;7533317;118675
53214;8266193;97894
53215;2762791;48432
53216;6405510;118572
53217;1700246;61511
53218;3509125;92365
53219;2236337;102741
53220;5959831;44597
53221;2078500;87467
53222;5308771;91319
53223;4099163;96738
53224;4640173;83548
53225;4208767;69611
53226;5991214;10911
53227;6625421;45961
53228;8390285;47505
53229;3517942;89447
53230;6366508;18494
53231;4514758;119199
53232;5998602;30147
53233;1682654;71195
53234;2645274;53116
53235;4361773;54778
53236;6823716;105781
53237;4820513;68781
53238;4039177;102613
53239;8708595;9684
53240;3375096;56721
53241;3899079;31325
53242;8412210;55227
53243;4797196;52029
53244;2849648;102245
53245;3459298;77800
53246;9457358;21509
53247;9981671;33243
53248;8239502;33095
53249;9552385;12784
53250;6551810;87676
53251;5164749;8502
53252;5928617;88732
53253;7258404;101022
53254;7209749;27852
53255;2279426;22977
53256;2450660;4903
53257;6540662;115045
53258;4408054;18014
53259;5496726;79191
53260;5232807;70455
53261;9521098;26308
53262;7769723;91874
53263;4538468;109867
53264;793231;2330
53265;5789914;72131
53266;7632850;3512
53267;3067886;13095
53268;2938302;98229
53269;2791104;5625
53270;5578910;80982
53271;7703205;104875
53272;8150766;105744
53273;41586;23080
53274;7247826;36529
53275;8641807;96242
53276;5681142;104157
53277;8125443;99686
53278;12796;106371
53279;6342654;101388
53280;8913057;65803
53281;8871561;1157
53282;7586007;64968
53283;5789730;14207
53284;1840421;77151
53285;9592905;26517
53286;9157473;90019
53287;7786488;19116
53288;7766485;70616
53289;1343006;9252
53290;7491707;31925
53291;7261819;78915
53292;6074982;90270
53293;9965088;32453
53294;5907364;107537
53295;71884;4636
53296;6334599;90593
53297;6222974;118372
53298;2376177;60518
53299;9630875;97602
53300;4420976;7417
53301;9976954;94788
53302;6696362;115452
53303;9622530;99121
53304;2701080;5959
53305;2338333;60874
53306;4632238;93252
53307;2400915;80165
53308;298173;116573
53309;6208483;48988
53310;3439208;104424
53311;437579;83280
53312;1382929;72223
53313;6935146;69617
53314;3678198;61785
53315;9229101;88769
53316;1414890;92361
53317;3936714;465
53318;2781658;64220
53319;557988;62841
53320;2719516;16333
53321;2743044;64516
53322;7204443;24603
53323;8767;73780
53324;4972024;119206
53325;9570650;26296
53326;7298334;54752
53327;4179364;111248
53328;2582445;33597
53329;1209599;76276
53330;5942640;56469
53331;8369055;97595
53332;8108038;61597
53333;2971234;91655
53334;413277;1296
53335;3512804;75650
53336;9343287;43054
53337;7473411;56566
53338;6805464;1719
53339;3708818;82931
53340;4995115;32620
53341;5829079;112371
53342;9928042;52751
53343;3457821;62287
53344;7331018;114705
53345;1355799;74240
53346;2843818;83526
53347;9835850;111707
53348;1318972;32564
53349;7992698;8879
53350;2054517;27427
53351;4535034;95983
53352;9335914;51111
53353;9842325;30795
53354;3605098;65294
53355;4424496;102800
53356;714075;68182
53357;9488282;58186
53358;2241255;75693
53359;3214395;113578
53360;8951369;62513
53361;8203530;76474
53362;7169034;30561
53363;3817320;13517
53364;7955219;114664
53365;4496534;114910
53366;5839826;13394
53367;693304;31376
53368;9218498;26076
53369;3760878;44250
53370;1348874;9052
53371;6130291;35497
53372;7981976;58905
53373;2968559;79174
53374;4896659;15485
53375;7803493;30609
53376;3035849;44296
53377;9327311;71895
53378;9615300;81385
53379;5897241;22227
53380;625562;46119
53381;5882887;59723
53382;4718155;46481
53383;1178346;59219
53384;4226951;87375
53385;9704576;84739
53386;7278669;52271
53387;2255188;45246
53388;5570011;56378
53389;2163159;33870
53390;2158949;113098
53391;6801541;53453
53392;4968631;51790
53393;7256029;58266
53394;4323130;76820
53395;7479350;63235
53396;5301624;45150
53397;1414156;111925
53398;7087631;5882
53399;9196777;107076
53400;5328821;35236
53401;3175256;13174
53402;8071486;49527
53403;3643024;15080
53404;8920222;90369
53405;6812069;64128
53406;9893615;1314
53407;9397547;69441
53408;8957765;61904
53409;2684236;92168
53410;4057230;3369
53411;5960667;3132
53412;7793658;37436
53413;4844003;49260
53414;6103242;100887
53415;3312078;98016
53416;1815386;102970
53417;4536140;39249
53418;5766340;82283
53419;3827960;36839
53420;389610;50234
53421;9622968;7547
53422;2871697;15110
53423;2833707;81574
53424;4675365;18796
53425;8873818;68378
53426;2839271;20740
53427;3882354;79892
53428;740590;26450
53429;735334;80484
53430;8872566;87372
53431;9386151;6924
53432;310538;90424
53433;7900152;24564
53434;5262285;38344
53435;4696377;27272
53436;5100575;60078
53437;1430694;119241
53438;2185655;34239
53439;9078838;27492
53440;4245351;49600
53441;2547464;36327
53442;9384210;52609
53443;6396556;81162
53444;9739563;1946
53445;4425648;1533
53446;9538958;33738
53447;2287943;88703
53448;9559024;36371
53449;6515326;50603
53450;1562928;43955
53451;5136018;70144
53452;1039349;84731
53453;5178797;30433
53454;3083460;46016
53455;9378977;30884
53456;8185185;20452
53457;6728204;44165
53458;7788683;60431
53459;1234015;11819
53460;3400637;48469
53461;4330230;1047
53462;1777916;52306
53463;9575798;103933
53464;7632307;91582
53465;3468487;114724
53466;7857651;15217
53467;9053738;24825
53468;4714036;35730
53469;8334632;18428
53470;6993501;101866
53471;339838;29651
53472;9555215;82570
53473;2815504;34687
53474;5478639;97781
53475;4460936;69157
53476;415828;3688
53477;2737012;57100
53478;7473116;61051
53479;1515973;24296
53480;8120159;31853
53481;8994212;94635
53482;9578243;12647
53483;764793;111656
53484;2183717;31434
53485;5010960;7808
53486;674005;41883
53487;5009700;117848
53488;3362633;68178
53489;4410887;98460
53490;253698;97262
53491;5536192;93872
53492;4672163;91552
53493;407490;95066
53494;7467637;92411
53495;2296567;3767
53496;7245563;33367
53497;1972728;23510
53498;7729680;54122
53499;7140300;27644
53500;4755242;22585
53501;8361282;90829
53502;1677205;17376
53503;9842390;41121
53504;8132728;33830
53505;6276097;111728
53506;5993551;5169
53507;8142789;14199
53508;4716761;99883
53509;9710188;57809
53510;6606389;92540
53511;211268;34352
53512;9784765;116279
53513;7355771;66426
53514;3976927;62034
53515;9653068;26459
53516;7469440;81808
53517;7233413;21094
53518;3050659;77456
53519;3477443;39259
53520;6842441;2924
53521;8819438;84193
53522;7359043;7341
53523;1519338;102020
53524;7523709;43344
53525;1997282;28942
53526;7145891;23913
53527;5313455;88485
53528;7973830;58700
53529;5481269;86846
53530;8665625;45383
53531;5660334;47455
53532;2267665;75253
53533;8231700;40935
53534;5588295;1900
53535;4655049;67371
53536;7457174;70758
53537;2337945;36728
53538;7275551;31010
53539;1832571;51748
53540;2298686;114614
53541;9725656;88926
53542;9313199;30741
53543;2251252;90273
53544;9048496;62426
53545;6795089;40283
53546;3329088;58866
53547;3597546;9879
53548;8587760;117037
53549;8932203;13428
53550;9282995;2920
53551;1401366;105948
53552;5574752;37977
53553;7716296;29618
53554;5427767;59272
53555;8329157;31190
53556;4056871;70699
53557;669606;91915
53558;6069834;3713
53559;3997468;58123
53560;9680740;82928
53561;4504627;3958
53562;9920367;44645
53563;4993838;52596
53564;1721272;26439
53565;3897663;102541
53566;5266396;52755
53567;5588018;90072
53568;8193904;26245
53569;1139301;37335
53570;9048813;70356
53571;7357710;119895
53572;9858212;53766
53573;4520679;90369
53574;4380252;10505
53575;417696;84335
53576;9600678;83468
53577;5026245;92640
53578;1439339;77714
53579;8957223;101338
53580;4514352;1060
53581;2468475;56866
53582;8011181;22121
53583;8118551;11390
53584;9405635;65963
53585;4913619;54485
53586;9937930;8360
53587;4555315;20699
53588;8843382;60062
53589;4514063;11799
53590;6428195;102110
53591;7281565;79598
53592;7815795;31976
53593;6890843;96226
53594;1694968;18063
53595;9290539;118638
53596;1359025;104679
53597;3042593;11674
53598;8795911;30093
53599;6744322;5576
53600;6938928;82862
53601;2999337;68
53602;6031569;106329
53603;3008449;110037
53604;9202164;97323
53605;4341842;19078
53606;3008897;38733
53607;9073309;79508
53608;268088;22384
53609;8547083;77308
53610;9845288;87181
53611;7440133;51734
53612;8486162;49226
53613;1446321;42881
53614;6319841;10814
53615;2759611;31294
53616;6991387;61219
53617;9170169;62140
53618;3944186;72295
53619;8611169;16679
53620;1741627;87918
53621;8185934;39802
53622;5532121;118789
53623;817139;42915
53624;7618973;109505
53625;3752874;73162
53626;2564773;37070
53627;3602601;112808
53628;8989824;35379
53629;6871165;22227
53630;6874404;47763
53631;153833;35036
53632;4703830;4208
53633;4461582;11514
53634;6319362;16840
53635;7716467;83299
53636;6878791;396
53637;7995150;16027
53638;327055;55887
53639;5245254;5661
53640;3572631;84671
53641;4617265;27709
53642;947616;40932
53643;1593046;73251
53644;1835618;30432
53645;5469695;30196
53646;4570909;47616
53647;3132004;25383
53648;1244423;5140
53649;3667223;52806
53650;6234674;74318
53651;3849588;36329
53652;9455540;112021
53653;1806242;114332
53654;9477364;83445
53655;5402649;116991
53656;6607177;103275
53657;8944559;92743
53658;6874866;28842
53659;8354104;109543
53660;9154454;57065
53661;5012659;85055
53662;1950008;98177
53663;9616137;19370
53664;3689748;87647
53665;9764301;79198
53666;1119271;36897
53667;766894;100687
53668;4114769;83403
53669;6124196;38739
53670;3063990;71258
53671;2435424;7418
53672;2724877;50619
53673;902700;100225
53674;1761788;49955
53675;5812366;50045
53676;1485552;65018
53677;372706;87792
53678;8369949;14622
53679;2875147;102947
53680;8335404;67369
53681;652369;107818
53682;5621282;56967
53683;8946664;53299
53684;1373144;109517
53685;2634609;63799
53686;1108460;28897
53687;4027373;10430
53688;8624275;97385
53689;9119478;55469
53690;8488089;3388
53691;1149499;53350
53692;8301819;98800
53693;1107688;94753
53694;8822756;20882
53695;1222650;81348
53696;1775302;19852
53697;8367312;49669
53698;3865342;88000
53699;1773425;98677
53700;7555670;1334
53701;8977828;86196
53702;5121394;13768
53703;257186;26413
53704;1341868;55018
53705;7996269;90684
53706;1144755;50083
53707;8174248;103843
53708;2170426;119960
53709;363393;66852
53710;3360416;262
53711;610772;47957
53712;633222;14181
53713;9235719;54344
53714;8392842;115775
53715;7415660;43132
53716;1243429;36162
53717;2886494;4514
53718;3956394;19304
53719;2899110;73725
53720;7534100;45239
53721;1348818;71740
53722;4857880;94660
53723;8439355;54370
53724;3126965;26977
53725;5795656;109830
53726;9653501;95447
53727;3238220;109101
53728;7509202;102620
53729;5442485;32191
53730;3033791;112483
53731;5619561;107642
53732;7569488;104578
53733;6006844;68098
53734;7629291;108406
53735;5239564;106495
53736;3585500;21966
53737;7426020;98946
53738;992674;12386
53739;2579040;63605
53740;3473149;108190
53741;3587823;9811
53742;85439;3465
53743;23418;103253
53744;7130635;49600
53745;7219269;77426
53746;8194160;33984
53747;5534784;107330
53748;1189151;43426
53749;6513761;106296
53750;8460394;91004
53751;76528;39346
53752;3291248;13917
53753;8467541;112716
53754;4732226;118356
53755;6749675;82140
53756;60895;80524
53757;302548;23653
53758;253341;114820
53759;6857552;22280
53760;920465;47271
53761;9742523;56434
53762;2848911;37507
53763;7590994;3990
53764;5655739;13246
53765;9415835;68696
53766;1454975;3230
53767;9841097;93845
53768;377169;94289
53769;2133838;41276
53770;4610477;15794
53771;6266509;569
53772;943338;102863
53773;3836688;78697
53774;737548;55161
53775;957242;67806
53776;9731311;6117
53777;5882673;116589
53778;1073082;2034
53779;2841711;100679
53780;4574743;99482
53781;1013041;77629
53782;8109970;54477
53783;4968682;46091
53784;9242322;18257
53785;6014615;87787
53786;7851228;14620
53787;269316;45105
53788;6176902;118093
53789;4093564;101137
53790;9978865;35653
53791;2542464;60931
53792;2913420;32613
53793;3391441;80264
53794;5775450;60208
53795;1213622;73951
53796;5210317;73608
53797;5382486;61478
53798;3677201;133
53799;3697421;25957
53800;3643784;52252
53801;6830686;34580
53802;4465454;80713
53803;8979111;44246
53804;5314431;94937
53805;6646995;62963
53806;1985725;25226
53807;8963876;74289
53808;7579059;68249
53809;5694941;103723
53810;7149810;96786
53811;7968511;48725
53812;3875960;82086
53813;5144459;12343
53814;5906006;96969
53815;239989;109852
53816;3848773;87207
53817;4221338;76971
53818;8629323;102014
53819;1542762;72503
53820;4250314;13948
53821;9420456;77880
53822;8008953;92081
53823;3243170;9636
53824;4572482;30601
53825;8785733;97886
53826;7534207;26557
53827;230571;49364
53828;6483571;16021
53829;6214133;98166
53830;5202845;90295
53831;3571897;48294
53832;5043079;5666
53833;729184;51394
53834;7952749;8425
53835;6770598;13731
53836;3475871;113506
53837;3868537;98305
53838;4418356;93264
53839;2037419;79449
53840;6662558;117519
53841;1865754;58227
53842;2218155;1222
53843;263691;79373
53844;3976842;64277
53845;1215293;2201
53846;4337123;91863
53847;9799044;70478
53848;1697131;33769
53849;3245983;104455
53850;505198;5700
53851;4499813;58473
53852;1808990;76408
53853;5243463;7226
53854;9868825;66333
53855;7311356;91356
53856;3242105;50733
53857;3135623;18411
53858;2980986;21227
53859;2619969;53077
53860;8867390;107409
53861;2772557;54498
53862;6750426;103930
53863;5012591;34056
53864;7373597;53822
53865;8441300;77283
53866;5220289;9296
53867;8066713;116764
53868;2791120;24289
53869;2572491;93535
53870;6050109;115237
53871;1139314;35975
53872;719554;108596
53873;804116;33540
53874;2268216;65639
53875;9074926;97783
53876;4547720;83022
53877;5333520;30484
53878;265396;170
53879;33413;462
53880;1236882;797
53881;9750618;112122
53882;8576767;43136
53883;997239;27053
53884;8569364;69297
53885;488924;51284
53886;7509443;38362
53887;3598819;105843
53888;3177316;69256
53889;436400;78583
53890;3258754;51279
53891;1556076;119937
53892;5191644;81818
53893;3084934;113843
53894;5831158;118078
53895;9059669;66872
53896;3414591;17641
53897;9348422;22931
53898;6109996;118690
53899;3307835;64653
53900;1153061;78443
53901;5815258;42754
53902;5282188;11885
53903;9260299;37420
53904;799878;88631
53905;2561350;19335
53906;3389773;111459
53907;1225531;28396
53908;2619032;64751
53909;3486262;16336
53910;893939;76910
53911;5729944;113418
53912;9199495;68007
53913;2439293;97295
53914;2335477;68507
53915;5239358;52697
53916;6805596;24650
53917;4079198;103826
53918;6715436;65057
53919;447818;80007
53920;1065318;27487
53921;5288959;34583
53922;3329370;83395
53923;93024;87530
53924;2612950;37715
53925;2560509;21202
53926;1936357;66216
53927;8454082;17554
53928;5373358;2756
53929;7982683;72990
53930;9619806;59619
53931;2645522;46780
53932;5571841;15423
53933;5207289;65698
53934;6046024;47150
53935;9994434;47543
53936;1451406;108322
53937;9947705;74827
53938;2323333;19634
53939;4457673;36038
53940;6664206;81543
53941;9938771;23357
53942;8551485;67114
53943;3022723;30786
53944;9105139;78376
53945;5482996;59648
53946;3720024;103826
53947;3109636;50890
53948;299554;77196
53949;4335300;110207
53950;8865034;22823
53951;5910331;15895
53952;2001453;72759
53953;2718765;14935
53954;9934203;75621
53955;7539974;75077
53956;6685261;88160
53957;727378;37055
53958;1390214;10773
53959;6337942;27107
53960;9046747;7470
53961;3291682;38064
53962;1880464;88938
53963;9472926;11553
53964;450966;22986
53965;819294;3918
53966;9685972;82177
53967;4246182;100754
53968;7474220;47586
53969;6499001;117498
53970;2593598;44337
53971;4025636;47065
53972;6055257;50813
53973;8416752;13066
53974;9811991;118602
53975;4068615;117037
53976;7382551;67810
53977;5480683;77682
53978;3270307;11073
53979;8720392;88034
53980;7228458;63052
53981;4357014;100138
53982;3173361;40326
53983;7543654;105959
53984;7588787;72021
53985;7574063;80003
53986;8105089;46755
53987;1526192;78240
53988;9427205;15267
53989;5337257;1034
53990;751147;109091
53991;7541559;5475
53992;1312590;13061
53993;7125475;38508
53994;873657;4708
53995;4794512;103757
53996;6805996;93258
53997;1332205;83742
53998;6469282;48942
53999;5677093;62123
54000;2684750;115901
54001;6204426;58696
54002;7665426;62037
54003;3182514;30349
54004;8471959;105610
54005;2947947;28494
54006;4506250;48345
54007;570129;106802
54008;1321280;19827
54009;7095369;101144
54010;36376;15005
54011;5231054;37514
54012;6918300;52683
54013;8854965;115470
54014;6780084;36224
54015;9293742;19213
54016;16654;55139
54017;364807;51007
54018;3798250;51432
54019;4262336;113585
54020;9910587;104334
54021;5176266;61579
54022;7107710;38292
